"protein","clstr","name"
"WP_035386042.1",12215,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_009306874.1",12216,"MULTISPECIES AMINOACYLTRNA HYDROLASE BACTERIA"
"WP_142428359.1",12217,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214734097.1",12218,"MULTISPECIES NITROREDUCTASE BACTERIA"
"WP_144476816.1",12219,"MULTISPECIES REOY FAMILY PROTEOLYTIC DEGRADATION FACTOR BACTERIA"
"WP_215975356.1",12220,"MULTISPECIES DUF2911 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_066300126.1",12221,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214729191.1",12222,"MULTISPECIES GNAT FAMILY NACETYLTRANSFERASE BACTERIA"
"WP_142689111.1",12223,"MULTISPECIES PHAGE PORTAL PROTEIN BACTERIA"
"WP_204407027.1",12224,"MULTISPECIES MARR FAMILY WINGED HELIXTURNHELIX TRANSCRIPTIONAL REGULATOR BACTERIA"
"WP_074423675.1",12225,"MULTISPECIES TOLLINTERLEUKIN1 RECEPTOR DOMAINCONTAINING PROTEIN BACTERIA"
"WP_214729302.1",12226,"MULTISPECIES YHCNYLAJ FAMILY SPORULATION LIPOPROTEIN BACTERIA"
"WP_066299160.1",12227,"MULTISPECIES GNAT FAMILY NACETYLTRANSFERASE BACTERIA"
"WP_002516468.1",12228,"MULTISPECIES SINGLESTRANDED DNABINDING PROTEIN BACTERIA"
"WP_082711130.1",12229,"MULTISPECIES RIBULOSE15BISPHOSPHATE CARBOXYLASE SMALL SUBUNIT BACTERIA"
"WP_002357373.1",12230,"MULTISPECIES PHAGE SCAFFOLDING PROTEIN BACTERIA"
"WP_051146514.1",12231,"MULTISPECIES DUF3967 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_021410799.1",12232,"MULTISPECIES GLUTATHIONE PEROXIDASE BACTERIA"
"WP_006484041.1",12233,"MULTISPECIES BIFUNCTIONAL ADENOSYLCOBINAMIDE KINASEADENOSYLCOBINAMIDEPHOSPHATE GUANYLYLTRANSFERASE BACTERIA"
"WP_073122622.1",12234,"MULTISPECIES ACETOLACTATE SYNTHASE SMALL SUBUNIT BACTERIA"
"WP_002389038.1",12235,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_033624386.1",12236,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_024024994.1",12237,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_064153921.1",12238,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_149874555.1",12239,"MULTISPECIES DUF5069 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_005816324.1",12240,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_163874497.1",12241,"MULTISPECIES DUF1697 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_020079549.1",12242,"MULTISPECIES POLYSACCHARIDE EXPORT PROTEIN BACTERIA"
"WP_148209495.1",12243,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_118231051.1",12244,"MULTISPECIES HOST CELL DIVISION INHIBITOR ICDLIKE PROTEIN BACTERIA"
"WP_214727014.1",12245,"MULTISPECIES TRAP TRANSPORTER SMALL PERMEASE BACTERIA"
"WP_050967093.1",12246,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_002016931.1",12247,"MULTISPECIES STREPTOTHRICIN NACETYLTRANSFERASE SATA BACTERIA"
"WP_142426970.1",12248,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_014454105.1",12249,"MULTISPECIES AMINOGLYCOSIDE NACETYLTRANSFERASE AAC6IB BACTERIA"
"WP_015992809.1",12250,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_066295108.1",12251,"MULTISPECIES PEPSY DOMAINCONTAINING PROTEIN BACTERIA"
"WP_214709953.1",12252,"MULTISPECIES TYROSINETYPE RECOMBINASEINTEGRASE BACTERIA"
"WP_126844841.1",12253,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_013904681.1",12254,"MULTISPECIES HISTIDINE PHOSPHATASE FAMILY PROTEIN BACTERIA"
"WP_010888351.1",12255,"MULTISPECIES GNAT FAMILY NACETYLTRANSFERASE BACTERIA"
"WP_042910530.1",12256,"MULTISPECIES TYPE 1 GLUTAMINE AMIDOTRANSFERASE BACTERIA"
"WP_214707017.1",12257,"MULTISPECIES RNA POLYMERASE SIGMA FACTOR BACTERIA"
"WP_004106065.1",12258,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_024631164.1",12259,"MULTISPECIES COPPER AMINE OXIDASE BACTERIA"
"WP_153163825.1",12260,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_220215186.1",12261,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_071584162.1",12262,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_059765637.1",12263,"MULTISPECIES HDIG DOMAINCONTAINING PROTEIN BACTERIA"
"WP_214727490.1",12264,"MULTISPECIES DINB FAMILY PROTEIN BACTERIA"
"WP_001262791.1",12265,"MULTISPECIES NUCLEOTIDE EXCHANGE FACTOR GRPE BACTERIA"
"WP_049501268.1",12266,"MULTISPECIES GNAT FAMILY NACETYLTRANSFERASE BACTERIA"
"WP_002855904.1",12267,"MULTISPECIES MEMBRANE PROTEIN BACTERIA"
"WP_002323026.1",12268,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_014072525.1",12269,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_013404464.1",12270,"MULTISPECIES TYPE IV CONJUGATIVE TRANSFER SYSTEM PROTEIN TRAE BACTERIA"
"WP_163871566.1",12271,"MULTISPECIES SIGMA70 FAMILY RNA POLYMERASE SIGMA FACTOR BACTERIA"
"WP_016807976.1",12272,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_073119233.1",12273,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_153163785.1",12274,"MULTISPECIES HEAD FIBER PROTEIN BACTERIA"
"WP_070613210.1",12275,"MULTISPECIES YGGT FAMILY PROTEIN BACTERIA"
"WP_021837487.1",12276,"MULTISPECIES SMI1KNR4 FAMILY PROTEIN BACTERIA"
"WP_214728126.1",12277,"MULTISPECIES DUF3231 FAMILY PROTEIN BACTERIA"
"WP_014907826.1",12278,"MULTISPECIES TOXIN YDAT FAMILY PROTEIN BACTERIA"
"WP_002498950.1",12279,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_000005769.1",12280,"MULTISPECIES HELIXTURNHELIX DOMAINCONTAINING PROTEIN BACTERIA"
"WP_214726326.1",12281,"MULTISPECIES TRAP TRANSPORTER SMALL PERMEASE BACTERIA"
"WP_033995415.1",12282,"MULTISPECIES REPA PLASMID REPLICATION PROTEIN BACTERIA"
"WP_055287551.1",12283,"MULTISPECIES PARA FAMILY PROTEIN BACTERIA"
"WP_000007848.1",12284,"MULTISPECIES REPLICATIONMAINTENANCE PROTEIN REPL BACTERIA"
"WP_214728084.1",12285,"MULTISPECIES SIGMA70 FAMILY RNA POLYMERASE SIGMA FACTOR BACTERIA"
"WP_214706157.1",12286,"MULTISPECIES COMPETENCE PROTEIN COMK BACTERIA"
"WP_006680369.1",12287,"MULTISPECIES DUF2815 FAMILY PROTEIN BACTERIA"
"WP_142971878.1",12288,"MULTISPECIES LIPOPROTEIN BACTERIA"
"WP_115235439.1",12289,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_071587364.1",12290,"MULTISPECIES RHS REPEATASSOCIATED CORE DOMAINCONTAINING PROTEIN BACTERIA"
"WP_062624368.1",12291,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214724960.1",12292,"MULTISPECIES SPO0B DOMAINCONTAINING PROTEIN BACTERIA"
"WP_005237709.1",12293,"MULTISPECIES DNA STARVATIONSTATIONARY PHASE PROTECTION PROTEIN BACTERIA"
"WP_002515200.1",12294,"MULTISPECIES ISOCHORISMATASE FAMILY PROTEIN BACTERIA"
"WP_002488419.1",12295,"MULTISPECIES TYPE III TOXINANTITOXIN SYSTEM TOXNABIQ FAMILY TOXIN BACTERIA"
"WP_014713343.1",12296,"MULTISPECIES LEMA FAMILY PROTEIN BACTERIA"
"WP_066295094.1",12297,"MULTISPECIES RNA POLYMERASE SIGMA FACTOR SIGY BACTERIA"
"WP_163874255.1",12298,"MULTISPECIES DUF1572 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_214726264.1",12299,"MULTISPECIES ACYLTRANSFERASE BACTERIA"
"WP_210388535.1",12300,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214725138.1",12301,"MULTISPECIES PYRIDOXAMINE 5PHOSPHATE OXIDASE FAMILY PROTEIN BACTERIA"
"WP_142958043.1",12302,"MULTISPECIES HELIXTURNHELIX TRANSCRIPTIONAL REGULATOR BACTERIA"
"WP_131625292.1",12303,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_016269433.1",12304,"MULTISPECIES DJ1PFPI FAMILY PROTEIN BACTERIA"
"WP_065371649.1",12305,"MULTISPECIES DUF1307 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_142427901.1",12306,"MULTISPECIES DUF1643 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_002367703.1",12307,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_101627854.1",12308,"MULTISPECIES DIVIVA DOMAINCONTAINING PROTEIN BACTERIA"
"WP_214710065.1",12309,"MULTISPECIES GNAT FAMILY NACETYLTRANSFERASE BACTERIA"
"WP_073668305.1",12310,"MULTISPECIES FERRITIN BACTERIA"
"WP_012367736.1",12311,"MULTISPECIES CELL DIVISION PROTEIN ZAPC BACTERIA"
"WP_006491052.1",12312,"MULTISPECIES DUF3005 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_149874317.1",12313,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_004295891.1",12314,"MULTISPECIES DUF3332 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_022461824.1",12315,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214726152.1",12316,"MULTISPECIES XRE FAMILY TRANSCRIPTIONAL REGULATOR BACTERIA"
"WP_215976249.1",12317,"MULTISPECIES YCED FAMILY PROTEIN BACTERIA"
"WP_000924790.1",12318,"MULTISPECIES PI2 PILUS SYSTEM SIGNAL PEPTIDASE SIPA BACTERIA"
"WP_214722514.1",12319,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_084190310.1",12320,"MULTISPECIES DNAD DOMAIN PROTEIN BACTERIA"
"WP_131622589.1",12321,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_017154880.1",12322,"MULTISPECIES PHOSPHINOTHRICIN NACETYLTRANSFERASE BACTERIA"
"WP_029602987.1",12323,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_153163789.1",12324,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_115338917.1",12325,"MULTISPECIES SINGLESTRANDED DNABINDING PROTEIN BACTERIA"
"WP_001531940.1",12326,"MULTISPECIES P FIMBRIA MAJOR SUBUNIT PAPA BACTERIA"
"WP_130082905.1",12327,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_117081754.1",12328,"MULTISPECIES LYSOZYME BACTERIA"
"WP_001272149.1",12329,"MULTISPECIES FIMBRIALLIKE PROTEIN BACTERIA"
"WP_223248937.1",12330,"MULTISPECIES SUPERINFECTION EXCLUSION B FAMILY PROTEIN BACTERIA"
"WP_024628346.1",12331,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214726419.1",12332,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214705321.1",12333,"MULTISPECIES GNAT FAMILY NACETYLTRANSFERASE BACTERIA"
"WP_000662998.1",12334,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_032445650.1",12335,"MULTISPECIES PHOSPHOLIPASE D FAMILY PROTEIN BACTERIA"
"WP_047211139.1",12336,"MULTISPECIES TETRACRR FAMILY TRANSCRIPTIONAL REGULATOR BACTERIA"
"WP_007269222.1",12337,"MULTISPECIES HYPOXANTHINE PHOSPHORIBOSYLTRANSFERASE BACTERIA"
"WP_114551990.1",12338,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_002857119.1",12339,"MULTISPECIES SINGLESTRANDED DNABINDING PROTEIN BACTERIA"
"WP_214708433.1",12340,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_032747553.1",12341,"MULTISPECIES INOVIRUSTYPE GP2 PROTEIN BACTERIA"
"WP_006680700.1",12342,"MULTISPECIES YAGU FAMILY PROTEIN BACTERIA"
"WP_017474981.1",12343,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_004301068.1",12344,"MULTISPECIES NUDIX HYDROLASE BACTERIA"
"WP_050513935.1",12345,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_024632833.1",12346,"MULTISPECIES XRE FAMILY TRANSCRIPTIONAL REGULATOR BACTERIA"
"WP_045830364.1",12347,"MULTISPECIES PEROXIREDOXIN BACTERIA"
"WP_094911282.1",12348,"MULTISPECIES PEPSY DOMAINCONTAINING PROTEIN BACTERIA"
"WP_142689075.1",12349,"MULTISPECIES ASNC FAMILY PROTEIN BACTERIA"
"WP_015881319.1",12350,"MULTISPECIES DIVIVA DOMAINCONTAINING PROTEIN BACTERIA"
"WP_094911442.1",12351,"MULTISPECIES TETRACRR FAMILY TRANSCRIPTIONAL REGULATOR BACTERIA"
"WP_015968714.1",12352,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_048784056.1",12353,"MULTISPECIES METALLOPHOSPHOESTERASE BACTERIA"
"WP_214705905.1",12354,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_162548199.1",12355,"MULTISPECIES MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN B BACTERIA"
"WP_142449074.1",12356,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214726368.1",12357,"MULTISPECIES 8OXODGTP DIPHOSPHATASE BACTERIA"
"WP_229036848.1",12358,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_001289873.1",12359,"MULTISPECIES EADEA22LIKE FAMILY PROTEIN BACTERIA"
"WP_005786067.1",12360,"MULTISPECIES SIGMA70 FAMILY RNA POLYMERASE SIGMA FACTOR BACTERIA"
"WP_041160392.1",12361,"MULTISPECIES IMMAIRRE FAMILY METALLOENDOPEPTIDASE BACTERIA"
"WP_214726122.1",12362,"MULTISPECIES METALLOPROTEASE FAMILY PROTEIN BACTERIA"
"WP_214705680.1",12363,"MULTISPECIES GNAT FAMILY NACETYLTRANSFERASE BACTERIA"
"WP_114488108.1",12364,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_015881381.1",12365,"MULTISPECIES ATPDEPENDENT PROTEASE SUBUNIT HSLV BACTERIA"
"WP_004929422.1",12366,"MULTISPECIES GNAT FAMILY NACETYLTRANSFERASE BACTERIA"
"WP_008761066.1",12367,"MULTISPECIES SIGMA70 FAMILY RNA POLYMERASE SIGMA FACTOR BACTERIA"
"WP_024628507.1",12368,"MULTISPECIES SIGMA70 FAMILY RNA POLYMERASE SIGMA FACTOR BACTERIA"
"WP_002604480.1",12369,"MULTISPECIES MTA70 FAMILY METHYLTRANSFERASE BACTERIA"
"WP_004927992.1",12370,"MULTISPECIES GNAT FAMILY NACETYLTRANSFERASE BACTERIA"
"WP_048317548.1",12371,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_048365291.1",12372,"MULTISPECIES NADHQUINONE OXIDOREDUCTASE SUBUNIT NUOI BACTERIA"
"WP_047210659.1",12373,"MULTISPECIES FLAVODOXIN FAMILY PROTEIN BACTERIA"
"WP_001061574.1",12374,"MULTISPECIES TRANSCRIPTIONAL REGULATOR BACTERIA"
"WP_187753235.1",12375,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_127271137.1",12376,"MULTISPECIES MGTCSAPB FAMILY PROTEIN BACTERIA"
"WP_009375251.1",12377,"MULTISPECIES YCEI FAMILY PROTEIN BACTERIA"
"WP_142515265.1",12378,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214708471.1",12379,"MULTISPECIES HD DOMAINCONTAINING PROTEIN BACTERIA"
"WP_214722533.1",12380,"MULTISPECIES DUF6143 FAMILY PROTEIN BACTERIA"
"WP_006680264.1",12381,"MULTISPECIES HELIXTURNHELIX TRANSCRIPTIONAL REGULATOR BACTERIA"
"WP_142689072.1",12382,"MULTISPECIES 35 EXORIBONUCLEASE BACTERIA"
"WP_081194765.1",12383,"MULTISPECIES CUPIN BACTERIA"
"WP_015387319.1",12384,"MULTISPECIES 6PHOSPHO3HEXULOISOMERASE BACTERIA"
"WP_010744488.1",12385,"MULTISPECIES CVPA FAMILY PROTEIN BACTERIA"
"WP_010729333.1",12386,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_045617638.1",12387,"MULTISPECIES CVPA FAMILY PROTEIN BACTERIA"
"WP_143803220.1",12388,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_000867509.1",12389,"MULTISPECIES TERMINASE SMALL SUBUNIT BACTERIA"
"WP_035386550.1",12390,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_022461431.1",12391,"MULTISPECIES HISTIDINE PHOSPHATASE FAMILY PROTEIN BACTERIA"
"WP_022461309.1",12392,"MULTISPECIES TRNA ADENOSINE34 DEAMINASE TADA BACTERIA"
"WP_214704393.1",12393,"MULTISPECIES PHOSPHOGLYCERATE MUTASE FAMILY PROTEIN BACTERIA"
"WP_014952439.1",12394,"MULTISPECIES DUF4428 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_024633743.1",12395,"MULTISPECIES 2AMINO4HYDROXY6HYDROXYMETHYLDIHYDROPTERIDINE DIPHOSPHOKINASE BACTERIA"
"WP_214722457.1",12396,"MULTISPECIES GNAT FAMILY NACETYLTRANSFERASE BACTERIA"
"WP_154250072.1",12397,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_002584326.1",12398,"MULTISPECIES AAA FAMILY ATPASE BACTERIA"
"WP_085898488.1",12399,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_142430571.1",12400,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214726208.1",12401,"MULTISPECIES MOLYBDOPTERINGUANINE DINUCLEOTIDE BIOSYNTHESIS PROTEIN B BACTERIA"
"WP_149881029.1",12402,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214725633.1",12403,"MULTISPECIES GNAT FAMILY NACETYLTRANSFERASE BACTERIA"
"WP_002211580.1",12404,"MULTISPECIES TYPE 1 FIMBRIAL PROTEIN BACTERIA"
"WP_010731663.1",12405,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214704451.1",12406,"MULTISPECIES SPOIIIAHLIKE FAMILY PROTEIN BACTERIA"
"WP_214704948.1",12407,"MULTISPECIES DNA TOPOLOGY MODULATION PROTEIN BACTERIA"
"WP_130065747.1",12408,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_056068057.1",12409,"MULTISPECIES CTYPE CYTOCHROME BACTERIA"
"WP_153170249.1",12410,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_017474332.1",12411,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_000472319.1",12412,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_064095372.1",12413,"MULTISPECIES CROSSOVER JUNCTION ENDODEOXYRIBONUCLEASE RUVC BACTERIA"
"WP_214707850.1",12414,"MULTISPECIES SIGMA70 FAMILY RNA POLYMERASE SIGMA FACTOR BACTERIA"
"WP_214726297.1",12415,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_034694687.1",12416,"MULTISPECIES 50S RIBOSOMAL PROTEIN L6 BACTERIA"
"WP_018616649.1",12417,"MULTISPECIES NADPHDEPENDENT OXIDOREDUCTASE BACTERIA"
"WP_000757693.1",12418,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_066291693.1",12419,"MULTISPECIES XRE FAMILY TRANSCRIPTIONAL REGULATOR BACTERIA"
"WP_219588336.1",12420,"MULTISPECIES HELIXTURNHELIX TRANSCRIPTIONAL REGULATOR BACTERIA"
"WP_001447286.1",12421,"MULTISPECIES TRANSFERASE BACTERIA"
"WP_046956193.1",12422,"MULTISPECIES RNA POLYMERASE SIGMA FACTOR BACTERIA"
"WP_022462914.1",12423,"MULTISPECIES NADH PEROXIDASE BACTERIA"
"WP_188643227.1",12424,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_142434849.1",12425,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_050967088.1",12426,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214725171.1",12427,"MULTISPECIES GAMMA CARBONIC ANHYDRASE FAMILY PROTEIN BACTERIA"
"WP_214722643.1",12428,"MULTISPECIES XRE FAMILY TRANSCRIPTIONAL REGULATOR BACTERIA"
"WP_214710412.1",12429,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_004829386.1",12430,"MULTISPECIES GNAT FAMILY NACETYLTRANSFERASE BACTERIA"
"WP_006681698.1",12431,"MULTISPECIES TRANSCRIPTIONAL REGULATOR NRDR BACTERIA"
"WP_130084747.1",12432,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214704376.1",12433,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_014481126.1",12434,"MULTISPECIES FLAVODOXIN FAMILY PROTEIN BACTERIA"
"WP_012205699.1",12435,"MULTISPECIES RHS REPEAT PROTEIN BACTERIA"
"WP_088209739.1",12436,"MULTISPECIES TRANSGLYCOSYLASE SLT DOMAINCONTAINING PROTEIN BACTERIA"
"WP_000435225.1",12437,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_015881233.1",12438,"MULTISPECIES PHOSPHATIDYLGLYCEROPHOSPHATASE A BACTERIA"
"WP_113590120.1",12439,"MULTISPECIES LPXTG CELL WALL ANCHOR DOMAINCONTAINING PROTEIN PARTIAL BACTERIA"
"WP_024631439.1",12440,"MULTISPECIES CDPDIACYLGLYCEROLSERINE OPHOSPHATIDYLTRANSFERASE BACTERIA"
"WP_241682634.1",12441,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214706413.1",12442,"MULTISPECIES GNAT FAMILY NACETYLTRANSFERASE BACTERIA"
"WP_024630217.1",12443,"MULTISPECIES FLAGELLAR HOOK ASSEMBLY PROTEIN FLGD BACTERIA"
"WP_214723412.1",12444,"MULTISPECIES DUF1788 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_023317533.1",12445,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_000975766.1",12446,"MULTISPECIES ROD SHAPEDETERMINING PROTEIN MRED BACTERIA"
"WP_070621741.1",12447,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_004187400.1",12448,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214708546.1",12449,"MULTISPECIES HISTIDINE PHOSPHATASE FAMILY PROTEIN BACTERIA"
"WP_214832919.1",12450,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_004295469.1",12451,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_153170296.1",12452,"MULTISPECIES RNA POLYMERASE SIGMA FACTOR BACTERIA"
"WP_005807148.1",12453,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_103632581.1",12454,"MULTISPECIES ADENINE PHOSPHORIBOSYLTRANSFERASE BACTERIA"
"WP_214706132.1",12455,"MULTISPECIES SIS DOMAINCONTAINING PROTEIN BACTERIA"
"WP_214742617.1",12456,"MULTISPECIES GNAT FAMILY NACETYLTRANSFERASE BACTERIA"
"WP_039272846.1",12457,"MULTISPECIES SIGMA70 FAMILY RNA POLYMERASE SIGMA FACTOR BACTERIA"
"WP_002294580.1",12458,"MULTISPECIES TRANSCRIPTION TERMINATIONANTITERMINATION PROTEIN NUSG BACTERIA"
"WP_025304489.1",12459,"MULTISPECIES TOPOISOMERASE DNABINDING C4 ZINC FINGER DOMAINCONTAINING PROTEIN BACTERIA"
"WP_020944930.1",12460,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_015880896.1",12461,"MULTISPECIES DUF402 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_024410018.1",12462,"MULTISPECIES STREPTOTHRICIN NACETYLTRANSFERASE SAT4 BACTERIA"
"WP_088015635.1",12463,"MULTISPECIES MOV34MPNPAD1 FAMILY PROTEIN BACTERIA"
"WP_002447401.1",12464,"MULTISPECIES RECOMBINASE FAMILY PROTEIN BACTERIA"
"WP_033580908.1",12465,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214728434.1",12466,"MULTISPECIES UNIVERSAL STRESS PROTEIN BACTERIA"
"WP_002465585.1",12467,"MULTISPECIES DUF697 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_004856832.1",12468,"MULTISPECIES DUF4234 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_004929699.1",12469,"MULTISPECIES GAMMA CARBONIC ANHYDRASE FAMILY PROTEIN BACTERIA"
"WP_015545831.1",12470,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_016234467.1",12471,"MULTISPECIES DUF3486 FAMILY PROTEIN BACTERIA"
"WP_000587837.1",12472,"MULTISPECIES AAA FAMILY ATPASE BACTERIA"
"WP_099876732.1",12473,"MULTISPECIES CLASS I SAMDEPENDENT METHYLTRANSFERASE BACTERIA"
"WP_113845979.1",12474,"MULTISPECIES HELIXTURNHELIX DOMAINCONTAINING PROTEIN BACTERIA"
"WP_053782716.1",12475,"MULTISPECIES MARR FAMILY TRANSCRIPTIONAL REGULATOR BACTERIA"
"WP_008764211.1",12476,"MULTISPECIES GLUTATHIONE PEROXIDASE BACTERIA"
"WP_214704682.1",12477,"MULTISPECIES TRANSCRIPTION REPRESSOR NADR BACTERIA"
"WP_215976529.1",12478,"MULTISPECIES NADPHDEPENDENT OXIDOREDUCTASE BACTERIA"
"WP_004293556.1",12479,"MULTISPECIES HNH ENDONUCLEASE BACTERIA"
"WP_066292618.1",12480,"MULTISPECIES CVPA FAMILY PROTEIN BACTERIA"
"WP_047795663.1",12481,"MULTISPECIES PADR FAMILY TRANSCRIPTIONAL REGULATOR BACTERIA"
"WP_008763469.1",12482,"MULTISPECIES HU FAMILY DNABINDING PROTEIN BACTERIA"
"WP_045247368.1",12483,"MULTISPECIES AMINOACID NACETYLTRANSFERASE BACTERIA"
"WP_214726855.1",12484,"MULTISPECIES METALLOPROTEASE FAMILY PROTEIN BACTERIA"
"WP_039366603.1",12485,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_163875558.1",12486,"MULTISPECIES CRPFNR FAMILY TRANSCRIPTIONAL REGULATOR BACTERIA"
"WP_142961648.1",12487,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
